,user_id,install_date,last_active_date,subscription_type,country,total_sessions,page_views,download_clicks,activation_status,days_active,pro_upgrade_date,plan_type,monthly_revenue,churned
5206,5207,2023-12-24,2023-12-24,Pro,Australia,166,664,0,1,0,2023-12-24,Standard,49,1
5207,5208,2023-10-17,2023-12-16,Free,India,54,54,0,1,60,,free,0,0
5208,5209,2023-10-22,2023-12-27,Free,Germany,122,122,0,1,66,,free,0,0
5209,5210,2023-06-10,2023-08-17,Free,India,12,60,0,1,68,,free,0,0
5210,5211,2023-11-19,2023-12-31,Free,Australia,62,248,0,1,42,,free,0,0
5211,5212,2023-11-26,2023-12-13,Pro,UK,295,1475,0,1,17,2023-12-13,Standard,29,1
5212,5213,2023-06-04,2023-12-28,Free,India,58,232,0,1,207,,free,0,0
5213,5214,2023-05-25,2023-08-18,Pro,Germany,233,1165,0,1,85,2023-08-18,Basic,49,0
5214,5215,2023-08-26,2023-11-28,Free,Canada,44,88,0,1,94,,free,0,0
5215,5216,2023-05-10,2023-06-25,Free,Canada,68,204,0,1,46,,free,0,0
5216,5217,2023-06-04,2023-09-10,Free,USA,116,580,0,1,98,,free,0,0
5217,5218,2023-02-17,2023-05-15,Free,Australia,86,258,0,1,87,,free,0,0
5218,5219,2023-03-18,2023-11-17,Free,Canada,117,117,0,1,244,,free,0,0
5219,5220,2023-04-24,2023-09-03,Free,Canada,116,232,0,1,132,,free,0,0
5220,5221,2023-05-25,2023-06-23,Pro,Australia,137,685,0,1,29,2023-06-23,Enterprise,99,1
5221,5222,2023-09-24,2023-12-20,Free,Canada,107,321,0,1,87,,free,0,0
5222,5223,2023-04-30,2023-07-31,Free,France,48,192,0,1,92,,free,0,0
5223,5224,2023-03-15,2023-09-13,Pro,UK,198,198,0,1,182,2023-09-13,Enterprise,99,0
5224,5225,2023-11-14,2023-11-16,Free,UK,95,380,0,1,2,,free,0,1
5225,5226,2023-07-02,2023-11-10,Free,UK,100,300,0,1,131,,free,0,0
5226,5227,2023-10-07,2023-11-21,Pro,India,46,92,0,1,45,2023-11-21,Enterprise,49,0
5227,5228,2023-09-22,2023-11-10,Free,Canada,110,440,0,1,49,,free,0,0
5228,5229,2023-07-11,2023-07-13,Free,Canada,1,4,0,0,2,,free,0,1
5229,5230,2023-10-02,2023-12-20,Free,Australia,88,88,0,1,79,,free,0,0
5230,5231,2023-09-15,2023-09-28,Pro,UK,68,204,0,1,13,2023-09-28,Enterprise,29,1
5231,5232,2023-01-11,2023-11-07,Free,France,115,345,1,1,300,,free,0,0
5232,5233,2023-08-04,2023-09-27,Free,UK,26,52,0,1,54,,free,0,0
5233,5234,2023-12-08,2023-12-20,Free,Australia,131,393,0,1,12,,free,0,1
5234,5235,2023-03-20,2023-06-08,Free,Germany,11,33,1,1,80,,free,0,0
5235,5236,2023-08-04,2023-09-11,Pro,USA,192,192,0,1,38,2023-09-11,Enterprise,49,0
5236,5237,2023-03-12,2023-04-22,Free,UK,94,188,0,1,41,,free,0,0
5237,5238,2023-12-14,2023-12-15,Pro,France,125,625,0,1,1,2023-12-15,Basic,99,1
5238,5239,2023-06-28,2023-12-04,Free,Canada,78,390,0,1,159,,free,0,0
5239,5240,2023-12-04,2023-12-10,Pro,Canada,275,1375,0,1,6,2023-12-10,Standard,99,1
5240,5241,2023-01-05,2023-08-24,Pro,Canada,218,436,0,1,231,2023-08-24,Standard,99,0
5241,5242,2023-11-27,2023-12-22,Free,Canada,8,16,0,1,25,,free,0,1
5242,5243,2023-10-13,2023-11-24,Pro,Canada,107,428,0,1,42,2023-11-24,Enterprise,49,0
5243,5244,2023-02-05,2023-02-12,Free,France,72,288,0,1,7,,free,0,1
5244,5245,2023-11-19,2023-12-17,Pro,UK,43,215,0,1,28,2023-12-17,Basic,99,1
5245,5246,2023-07-29,2023-11-14,Free,USA,13,52,0,1,108,,free,0,0
5246,5247,2023-02-23,2023-04-05,Pro,France,13,39,0,1,41,2023-04-05,Basic,99,0
5247,5248,2023-10-26,2023-12-21,Free,Germany,21,105,0,1,56,,free,0,0
5248,5249,2023-10-05,2023-10-18,Free,UK,37,37,0,1,13,,free,0,1
5249,5250,2023-11-04,2023-11-04,Free,UK,66,330,1,1,0,,free,0,1
5250,5251,2023-11-14,2023-12-27,Pro,Germany,145,725,0,1,43,2023-12-27,Standard,49,0
5251,5252,2023-01-04,2023-10-04,Free,Germany,130,650,0,1,273,,free,0,0
5252,5253,2023-06-02,2023-09-20,Free,Germany,97,388,0,1,110,,free,0,0
5253,5254,2023-01-27,2023-06-11,Pro,India,106,212,0,1,135,2023-06-11,Basic,49,0
5254,5255,2023-10-03,2023-11-21,Pro,UK,208,208,0,1,49,2023-11-21,Enterprise,99,0
5255,5256,2023-08-01,2023-12-03,Free,Canada,76,152,0,1,124,,free,0,0
5256,5257,2023-02-17,2023-07-31,Free,France,92,460,0,1,164,,free,0,0
5257,5258,2023-01-29,2023-07-01,Free,India,89,89,0,1,153,,free,0,0
5258,5259,2023-05-07,2023-10-19,Pro,India,31,124,0,1,165,2023-10-19,Standard,49,0
5259,5260,2023-09-25,2023-12-05,Free,India,25,75,0,1,71,,free,0,0
5260,5261,2023-07-24,2023-10-03,Free,USA,8,32,0,1,71,,free,0,0
5261,5262,2023-03-10,2023-11-27,Free,France,145,435,0,1,262,,free,0,0
5262,5263,2023-08-03,2023-11-06,Free,India,66,264,0,1,95,,free,0,0
5263,5264,2023-03-12,2023-05-05,Free,Germany,149,745,0,1,54,,free,0,0
5264,5265,2023-08-09,2023-11-17,Free,Canada,145,725,0,1,100,,free,0,0
5265,5266,2023-02-17,2023-03-07,Free,France,95,475,0,1,18,,free,0,1
5266,5267,2023-02-09,2023-09-06,Free,Canada,29,58,1,1,209,,free,0,0
5267,5268,2023-05-10,2023-10-12,Pro,Canada,222,1110,0,1,155,2023-10-12,Enterprise,29,0
5268,5269,2023-08-21,2023-09-07,Free,India,70,70,0,1,17,,free,0,1
5269,5270,2023-05-28,2023-08-17,Pro,UK,26,52,0,1,81,2023-08-17,Standard,29,0
5270,5271,2023-10-17,2023-12-13,Pro,France,267,801,0,1,57,2023-12-13,Basic,49,0
5271,5272,2023-11-25,2023-12-28,Pro,Canada,167,668,0,1,33,2023-12-28,Basic,29,0
5272,5273,2023-02-18,2023-10-07,Free,India,112,224,0,1,231,,free,0,0
5273,5274,2023-11-11,2023-12-11,Free,USA,114,570,0,1,30,,free,0,0
5274,5275,2023-11-20,2023-12-02,Free,Canada,114,228,0,1,12,,free,0,1
5275,5276,2023-06-22,2023-09-22,Free,France,120,360,0,1,92,,free,0,0
5276,5277,2023-08-10,2023-11-29,Free,Germany,48,240,0,1,111,,free,0,0
5277,5278,2023-12-06,2023-12-30,Free,UK,132,660,0,1,24,,free,0,1
5278,5279,2023-01-15,2023-07-24,Pro,India,243,1215,0,1,190,2023-07-24,Enterprise,49,0
5279,5280,2023-04-27,2023-10-06,Free,India,11,33,0,1,162,,free,0,0
5280,5281,2023-03-17,2023-12-28,Free,UK,119,595,0,1,286,,free,0,0
5281,5282,2023-01-03,2023-05-09,Free,India,48,144,1,1,126,,free,0,0
5282,5283,2023-09-30,2023-10-09,Free,France,115,460,0,1,9,,free,0,1
5283,5284,2023-06-19,2023-10-23,Free,UK,23,92,0,1,126,,free,0,0
5284,5285,2023-03-04,2023-09-23,Free,India,84,168,0,1,203,,free,0,0
5285,5286,2023-04-01,2023-05-11,Free,Germany,17,34,1,1,40,,free,0,0
5286,5287,2023-01-20,2023-12-13,Free,India,26,104,1,1,327,,free,0,0
5287,5288,2023-09-25,2023-10-15,Free,Canada,61,305,0,1,20,,free,0,1
5288,5289,2023-04-09,2023-05-12,Free,Canada,14,56,0,1,33,,free,0,0
5289,5290,2023-10-30,2023-12-19,Pro,USA,300,900,0,1,50,2023-12-19,Basic,29,0
5290,5291,2023-10-05,2023-12-10,Free,USA,115,345,0,1,66,,free,0,0
5291,5292,2023-03-19,2023-04-18,Pro,USA,264,528,0,1,30,2023-04-18,Standard,29,0
5292,5293,2023-06-23,2023-08-29,Free,Australia,150,150,0,1,67,,free,0,0
5293,5294,2023-02-11,2023-08-24,Pro,Germany,48,240,0,1,194,2023-08-24,Standard,49,0
5294,5295,2023-12-16,2023-12-18,Free,Germany,134,670,0,1,2,,free,0,1
5295,5296,2023-07-08,2023-10-27,Free,France,44,176,0,1,111,,free,0,0
5296,5297,2023-05-16,2023-08-29,Free,France,115,115,0,1,105,,free,0,0
5297,5298,2023-12-06,2023-12-11,Free,UK,122,488,0,1,5,,free,0,1
5298,5299,2023-03-02,2023-11-24,Pro,Germany,147,588,0,1,267,2023-11-24,Enterprise,49,0
5299,5300,2023-06-28,2023-12-10,Free,UK,48,240,1,1,165,,free,0,0
5300,5301,2023-07-15,2023-09-27,Free,Australia,105,525,0,1,74,,free,0,0
5301,5302,2023-01-21,2023-08-20,Free,USA,43,172,0,1,211,,free,0,0
5302,5303,2023-12-21,2023-12-31,Pro,Canada,145,145,0,1,10,2023-12-31,Standard,29,1
5303,5304,2023-12-23,2023-12-28,Free,Canada,40,160,0,1,5,,free,0,1
5304,5305,2023-10-07,2023-11-05,Free,Germany,4,8,0,1,29,,free,0,1
5305,5306,2023-12-28,2023-12-31,Free,Canada,129,645,0,1,3,,free,0,1
5306,5307,2023-12-06,2023-12-16,Free,Canada,103,103,0,1,10,,free,0,1
5307,5308,2023-10-12,2023-11-13,Free,Canada,19,19,0,1,32,,free,0,0
5308,5309,2023-07-01,2023-10-27,Free,Canada,86,258,0,1,118,,free,0,0
5309,5310,2023-08-24,2023-12-25,Pro,India,74,222,0,1,123,2023-12-25,Enterprise,99,0
5310,5311,2023-02-18,2023-11-10,Free,USA,97,485,0,1,265,,free,0,0
5311,5312,2023-11-17,2023-12-21,Free,Australia,99,396,0,1,34,,free,0,0
5312,5313,2023-06-16,2023-08-11,Free,Australia,144,576,0,1,56,,free,0,0
5313,5314,2023-01-20,2023-06-28,Free,Australia,146,584,0,1,159,,free,0,0
5314,5315,2023-11-15,2023-12-11,Free,UK,63,63,0,1,26,,free,0,1
5315,5316,2023-05-12,2023-11-09,Free,France,69,69,0,1,181,,free,0,0
5316,5317,2023-10-09,2023-12-01,Free,India,138,138,0,1,53,,free,0,0
5317,5318,2023-04-13,2023-06-22,Free,France,51,102,0,1,70,,free,0,0
5318,5319,2023-11-20,2023-12-04,Pro,Canada,169,845,0,1,14,2023-12-04,Basic,29,1
5319,5320,2023-07-27,2023-07-31,Free,Canada,125,625,0,1,4,,free,0,1
5320,5321,2023-04-08,2023-07-13,Free,Canada,40,80,0,1,96,,free,0,0
5321,5322,2023-02-10,2023-08-09,Free,Germany,123,369,0,1,180,,free,0,0
5322,5323,2023-06-08,2023-10-14,Free,Australia,30,60,1,1,128,,free,0,0
5323,5324,2023-06-07,2023-10-29,Free,Australia,24,96,0,1,144,,free,0,0
5324,5325,2023-12-05,2023-12-18,Pro,Canada,196,784,0,1,13,2023-12-18,Enterprise,49,1
5325,5326,2023-07-17,2023-07-20,Free,India,118,590,0,1,3,,free,0,1
5326,5327,2023-11-19,2023-12-26,Free,Germany,21,21,1,1,37,,free,0,0
5327,5328,2023-02-14,2023-12-07,Free,Germany,65,195,0,1,296,,free,0,0
5328,5329,2023-09-19,2023-09-30,Free,Germany,49,196,0,1,11,,free,0,1
5329,5330,2023-10-03,2023-10-17,Free,Canada,95,190,0,1,14,,free,0,1
5330,5331,2023-06-17,2023-12-03,Free,Germany,99,297,0,1,169,,free,0,0
5331,5332,2023-12-08,2023-12-16,Pro,USA,110,330,0,1,8,2023-12-16,Basic,49,1
5332,5333,2023-08-08,2023-09-12,Pro,Australia,101,202,0,1,35,2023-09-12,Basic,29,0
5333,5334,2023-06-10,2023-09-05,Free,Germany,93,279,0,1,87,,free,0,0
5334,5335,2023-03-09,2023-12-23,Free,Canada,39,156,0,1,289,,free,0,0
5335,5336,2023-02-18,2023-07-09,Free,Germany,26,26,0,1,141,,free,0,0
5336,5337,2023-04-26,2023-07-30,Free,USA,105,525,0,1,95,,free,0,0
5337,5338,2023-06-06,2023-11-22,Free,USA,115,345,0,1,169,,free,0,0
5338,5339,2023-08-13,2023-11-09,Pro,France,177,708,0,1,88,2023-11-09,Enterprise,29,0
5339,5340,2023-02-18,2023-10-29,Free,Australia,32,96,0,1,253,,free,0,0
5340,5341,2023-10-23,2023-11-17,Pro,USA,58,290,1,1,25,2023-11-17,Standard,29,1
5341,5342,2024-01-01,2024-01-01,Free,Canada,88,264,0,1,0,,free,0,1
5342,5343,2023-09-30,2023-12-15,Pro,UK,151,755,0,1,76,2023-12-15,Basic,99,0
5343,5344,2023-04-08,2023-05-31,Free,UK,97,388,0,1,53,,free,0,0
5344,5345,2023-11-08,2023-11-09,Free,India,28,112,0,1,1,,free,0,1
5345,5346,2023-04-11,2023-07-20,Free,India,45,180,0,1,100,,free,0,0
5346,5347,2023-06-15,2023-12-07,Free,India,149,149,0,1,175,,free,0,0
5347,5348,2023-05-05,2023-08-31,Free,UK,63,189,0,1,118,,free,0,0
5348,5349,2023-12-31,2024-01-01,Free,Germany,141,564,0,1,1,,free,0,1
5349,5350,2023-03-31,2023-05-16,Free,Germany,71,284,0,1,46,,free,0,0
5350,5351,2023-07-25,2023-07-31,Pro,Canada,294,1176,0,1,6,2023-07-31,Enterprise,49,1
5351,5352,2023-10-08,2023-12-04,Pro,UK,89,267,0,1,57,2023-12-04,Basic,29,0
5352,5353,2023-03-08,2023-08-15,Free,USA,129,258,0,1,160,,free,0,0
5353,5354,2023-11-29,2023-12-03,Free,Canada,30,90,0,1,4,,free,0,1
5354,5355,2023-05-20,2023-11-14,Free,India,126,252,0,1,178,,free,0,0
5355,5356,2023-04-10,2023-06-05,Free,USA,94,470,0,1,56,,free,0,0
5356,5357,2023-07-10,2023-12-30,Pro,USA,137,274,0,1,173,2023-12-30,Enterprise,49,0
5357,5358,2023-01-14,2023-03-01,Pro,India,268,536,0,1,46,2023-03-01,Standard,29,0
5358,5359,2023-03-13,2023-09-20,Pro,USA,185,185,0,1,191,2023-09-20,Basic,99,0
5359,5360,2023-12-18,2023-12-27,Free,France,55,220,0,1,9,,free,0,1
5360,5361,2023-01-24,2023-04-13,Free,Germany,70,210,1,1,79,,free,0,0
5361,5362,2023-04-07,2023-11-06,Free,UK,105,315,0,1,213,,free,0,0
5362,5363,2023-04-16,2023-08-17,Pro,USA,40,80,0,1,123,2023-08-17,Enterprise,29,0
5363,5364,2023-05-09,2023-11-04,Pro,Germany,152,760,0,1,179,2023-11-04,Enterprise,29,0
5364,5365,2023-04-02,2023-11-14,Pro,Germany,126,126,0,1,226,2023-11-14,Enterprise,49,0
5365,5366,2023-12-07,2023-12-07,Free,India,45,225,0,1,0,,free,0,1
5366,5367,2023-10-02,2023-11-29,Free,France,55,110,0,1,58,,free,0,0
5367,5368,2023-07-18,2023-11-25,Free,Canada,91,182,0,1,130,,free,0,0
5368,5369,2023-09-10,2023-11-08,Free,Germany,92,368,0,1,59,,free,0,0
5369,5370,2023-09-28,2023-12-09,Free,UK,43,215,0,1,72,,free,0,0
5370,5371,2023-05-25,2023-12-14,Free,Australia,79,237,0,1,203,,free,0,0
5371,5372,2023-09-19,2023-11-27,Free,Australia,37,185,0,1,69,,free,0,0
5372,5373,2023-03-20,2023-11-18,Free,Germany,87,348,0,1,243,,free,0,0
5373,5374,2023-09-02,2023-12-11,Free,UK,65,130,1,1,100,,free,0,0
5374,5375,2023-02-14,2023-10-14,Free,Australia,95,475,0,1,242,,free,0,0
5375,5376,2023-01-16,2023-03-28,Free,India,18,54,0,1,71,,free,0,0
5376,5377,2023-12-09,2023-12-30,Pro,Australia,51,153,0,1,21,2023-12-30,Enterprise,29,1
5377,5378,2023-02-20,2023-09-16,Free,Australia,47,141,0,1,208,,free,0,0
5378,5379,2023-11-17,2023-12-29,Free,Canada,91,91,0,1,42,,free,0,0
5379,5380,2023-12-13,2023-12-15,Free,France,5,25,0,1,2,,free,0,1
5380,5381,2023-06-15,2023-11-19,Free,Canada,145,145,0,1,157,,free,0,0
5381,5382,2023-08-22,2023-11-05,Free,USA,18,72,0,1,75,,free,0,0
5382,5383,2023-12-26,2023-12-26,Free,India,32,160,0,1,0,,free,0,1
5383,5384,2023-10-11,2023-11-30,Free,Canada,65,65,0,1,50,,free,0,0
5384,5385,2023-01-27,2023-12-08,Pro,France,18,18,1,1,315,2023-12-08,Standard,49,0
5385,5386,2023-08-03,2023-12-06,Free,Australia,145,145,1,1,125,,free,0,0
5386,5387,2023-04-21,2023-10-12,Free,Germany,2,10,1,0,174,,free,0,0
5387,5388,2023-11-03,2024-01-01,Free,India,35,105,0,1,59,,free,0,0
5388,5389,2023-12-15,2023-12-17,Free,UK,74,370,0,1,2,,free,0,1
5389,5390,2023-02-10,2023-02-23,Free,India,34,68,0,1,13,,free,0,1
5390,5391,2023-01-01,2023-07-10,Free,UK,48,48,0,1,190,,free,0,0
5391,5392,2023-09-18,2023-10-28,Free,Australia,65,260,0,1,40,,free,0,0
5392,5393,2023-07-19,2023-09-20,Free,UK,11,44,0,1,63,,free,0,0
5393,5394,2023-09-26,2023-11-13,Free,Australia,91,273,0,1,48,,free,0,0
5394,5395,2023-06-17,2023-11-04,Free,USA,128,128,0,1,140,,free,0,0
5395,5396,2023-05-01,2023-12-21,Free,Germany,80,160,0,1,234,,free,0,0
5396,5397,2023-05-20,2023-08-29,Pro,Australia,84,252,1,1,101,2023-08-29,Basic,99,0
5397,5398,2023-03-03,2023-06-26,Free,Australia,42,126,0,1,115,,free,0,0
5398,5399,2023-06-01,2023-12-04,Free,UK,121,484,0,1,186,,free,0,0
5399,5400,2023-08-07,2023-09-13,Free,USA,64,128,0,1,37,,free,0,0
5400,5401,2023-12-12,2023-12-19,Free,UK,17,34,0,1,7,,free,0,1
5401,5402,2023-04-18,2023-04-30,Free,UK,71,284,1,1,12,,free,0,1
5402,5403,2023-05-14,2023-11-02,Free,Canada,131,655,0,1,172,,free,0,0
5403,5404,2023-01-28,2023-09-11,Pro,India,246,738,1,1,226,2023-09-11,Basic,29,0
5404,5405,2023-04-05,2023-12-22,Pro,UK,158,474,1,1,261,2023-12-22,Standard,99,0
5405,5406,2023-01-30,2023-02-02,Pro,India,80,160,0,1,3,2023-02-02,Enterprise,29,1
5406,5407,2023-08-02,2023-08-05,Pro,Germany,91,182,0,1,3,2023-08-05,Enterprise,99,1
5407,5408,2023-09-24,2023-10-08,Free,India,147,441,0,1,14,,free,0,1
5408,5409,2023-08-02,2023-08-28,Free,UK,10,20,0,1,26,,free,0,1
5409,5410,2023-01-12,2023-05-09,Free,USA,139,417,0,1,117,,free,0,0
5410,5411,2023-08-26,2023-11-19,Pro,France,291,1455,1,1,85,2023-11-19,Basic,49,0
5411,5412,2023-05-12,2023-06-13,Free,UK,66,132,0,1,32,,free,0,0
5412,5413,2023-07-09,2023-07-31,Free,UK,19,95,0,1,22,,free,0,1
5413,5414,2023-01-12,2023-11-25,Free,Canada,11,11,0,1,317,,free,0,0
5414,5415,2023-10-30,2023-12-27,Free,Australia,123,615,0,1,58,,free,0,0
5415,5416,2023-02-09,2023-08-01,Free,USA,83,332,0,1,173,,free,0,0
5416,5417,2023-01-26,2023-12-23,Free,France,54,108,0,1,331,,free,0,0
5417,5418,2023-12-19,2023-12-22,Free,USA,136,136,0,1,3,,free,0,1
5418,5419,2023-12-07,2023-12-25,Free,USA,74,370,0,1,18,,free,0,1
5419,5420,2023-08-21,2023-09-05,Free,Germany,99,99,0,1,15,,free,0,1
5420,5421,2023-02-24,2023-07-03,Pro,Germany,212,424,0,1,129,2023-07-03,Enterprise,99,0
5421,5422,2023-04-05,2023-09-02,Free,Australia,113,339,0,1,150,,free,0,0
5422,5423,2023-06-03,2023-07-29,Free,Germany,30,90,0,1,56,,free,0,0
5423,5424,2023-10-05,2023-10-23,Free,India,71,284,0,1,18,,free,0,1
5424,5425,2023-10-10,2023-12-02,Free,Canada,30,30,1,1,53,,free,0,0
5425,5426,2023-06-08,2023-10-25,Free,Canada,52,52,0,1,139,,free,0,0
5426,5427,2023-01-13,2023-08-06,Free,UK,37,74,1,1,205,,free,0,0
5427,5428,2023-04-12,2023-07-26,Free,UK,94,94,0,1,105,,free,0,0
5428,5429,2023-07-02,2023-10-05,Free,France,95,190,0,1,95,,free,0,0
5429,5430,2023-07-26,2024-01-01,Pro,Canada,75,225,0,1,159,2024-01-01,Enterprise,99,0
5430,5431,2023-08-21,2023-10-29,Pro,Germany,152,152,0,1,69,2023-10-29,Basic,49,0
5431,5432,2023-08-28,2023-10-06,Free,Australia,128,640,0,1,39,,free,0,0
5432,5433,2023-05-19,2023-07-24,Free,India,129,258,0,1,66,,free,0,0
5433,5434,2023-08-12,2023-10-29,Free,Canada,61,305,0,1,78,,free,0,0
5434,5435,2023-12-06,2023-12-19,Free,Germany,42,126,0,1,13,,free,0,1
5435,5436,2023-06-03,2023-08-02,Pro,UK,97,97,0,1,60,2023-08-02,Enterprise,99,0
5436,5437,2023-07-19,2023-08-31,Free,India,18,90,0,1,43,,free,0,0
5437,5438,2023-09-24,2023-10-08,Free,Germany,149,745,0,1,14,,free,0,1
5438,5439,2023-02-09,2023-11-24,Free,UK,140,420,0,1,288,,free,0,0
5439,5440,2023-01-06,2023-05-12,Free,UK,133,399,0,1,126,,free,0,0
5440,5441,2023-03-16,2023-09-16,Free,UK,119,357,0,1,184,,free,0,0
5441,5442,2023-06-22,2023-11-18,Free,Germany,108,432,0,1,149,,free,0,0
5442,5443,2023-03-20,2023-04-21,Pro,Australia,83,83,0,1,32,2023-04-21,Enterprise,99,0
5443,5444,2023-04-19,2023-07-11,Free,UK,32,64,0,1,83,,free,0,0
5444,5445,2023-10-04,2023-12-18,Free,India,95,475,0,1,75,,free,0,0
5445,5446,2023-01-20,2023-09-25,Free,Canada,78,234,0,1,248,,free,0,0
5446,5447,2023-06-05,2023-06-25,Free,UK,68,272,0,1,20,,free,0,1
5447,5448,2023-02-24,2023-09-06,Free,Canada,44,132,0,1,194,,free,0,0
5448,5449,2023-10-07,2023-12-15,Free,France,147,147,0,1,69,,free,0,0
5449,5450,2023-12-01,2023-12-06,Free,France,129,387,0,1,5,,free,0,1
5450,5451,2023-09-01,2023-10-28,Free,Canada,61,244,0,1,57,,free,0,0
5451,5452,2023-07-25,2023-11-04,Free,India,114,456,0,1,102,,free,0,0
5452,5453,2023-01-29,2023-05-09,Free,Canada,54,108,0,1,100,,free,0,0
5453,5454,2023-10-27,2023-12-08,Pro,UK,37,185,1,1,42,2023-12-08,Enterprise,49,0
5454,5455,2023-11-04,2023-11-05,Free,India,112,448,0,1,1,,free,0,1
5455,5456,2023-08-24,2023-09-01,Pro,USA,32,128,0,1,8,2023-09-01,Enterprise,99,1
5456,5457,2023-12-28,2023-12-31,Free,USA,22,88,0,1,3,,free,0,1
5457,5458,2023-04-28,2023-10-16,Free,Canada,83,83,0,1,171,,free,0,0
5458,5459,2023-06-05,2023-07-12,Free,Canada,107,535,0,1,37,,free,0,0
5459,5460,2023-02-15,2023-04-21,Free,Australia,102,306,0,1,65,,free,0,0
5460,5461,2023-09-28,2023-11-12,Free,India,52,104,0,1,45,,free,0,0
5461,5462,2023-02-12,2023-07-21,Free,France,104,208,0,1,159,,free,0,0
5462,5463,2023-04-07,2023-04-19,Pro,Australia,154,308,0,1,12,2023-04-19,Enterprise,29,1
5463,5464,2023-06-03,2023-06-07,Free,France,32,32,0,1,4,,free,0,1
5464,5465,2023-06-27,2023-12-28,Free,Australia,73,219,0,1,184,,free,0,0
5465,5466,2023-04-25,2023-12-02,Free,Canada,128,128,0,1,221,,free,0,0
5466,5467,2023-01-01,2023-05-09,Free,France,15,75,1,1,128,,free,0,0
5467,5468,2023-12-09,2023-12-11,Free,Canada,87,435,0,1,2,,free,0,1
5468,5469,2023-12-15,2023-12-31,Free,Australia,23,46,0,1,16,,free,0,1
5469,5470,2023-07-10,2023-10-19,Free,Canada,135,135,0,1,101,,free,0,0
5470,5471,2023-04-29,2023-10-07,Free,Canada,108,540,0,1,161,,free,0,0
5471,5472,2023-07-06,2023-12-05,Free,USA,84,336,0,1,152,,free,0,0
5472,5473,2023-01-21,2023-09-21,Free,Australia,113,226,0,1,243,,free,0,0
5473,5474,2023-05-09,2023-08-16,Pro,USA,240,480,0,1,99,2023-08-16,Enterprise,99,0
5474,5475,2023-01-09,2023-11-15,Free,Germany,8,16,0,1,310,,free,0,0
5475,5476,2023-10-19,2023-10-28,Free,India,38,190,0,1,9,,free,0,1
5476,5477,2023-12-14,2023-12-23,Free,India,73,73,0,1,9,,free,0,1
5477,5478,2023-05-05,2023-10-30,Free,UK,147,294,0,1,178,,free,0,0
5478,5479,2023-04-30,2023-10-12,Free,Australia,51,102,0,1,165,,free,0,0
5479,5480,2023-12-06,2023-12-08,Free,UK,100,100,0,1,2,,free,0,1
5480,5481,2023-12-26,2023-12-27,Free,Canada,43,43,1,1,1,,free,0,1
5481,5482,2023-01-24,2023-06-04,Free,Canada,148,740,1,1,131,,free,0,0
5482,5483,2023-11-19,2023-12-03,Free,USA,101,101,0,1,14,,free,0,1
5483,5484,2023-03-01,2023-09-29,Pro,India,297,297,0,1,212,2023-09-29,Enterprise,49,0
5484,5485,2023-02-22,2023-06-25,Free,India,75,150,0,1,123,,free,0,0
5485,5486,2023-02-21,2023-06-28,Pro,Canada,138,276,0,1,127,2023-06-28,Standard,49,0
5486,5487,2023-06-12,2023-07-14,Free,Canada,97,388,0,1,32,,free,0,0
5487,5488,2023-05-13,2023-12-13,Free,Germany,86,430,0,1,214,,free,0,0
5488,5489,2023-12-18,2023-12-31,Free,USA,142,284,0,1,13,,free,0,1
5489,5490,2023-01-09,2023-02-13,Free,India,54,54,0,1,35,,free,0,0
5490,5491,2023-11-14,2023-12-18,Pro,USA,216,648,0,1,34,2023-12-18,Enterprise,99,0
5491,5492,2023-06-24,2023-11-01,Free,Germany,145,145,0,1,130,,free,0,0
5492,5493,2023-03-03,2023-04-10,Free,Australia,146,438,0,1,38,,free,0,0
5493,5494,2023-11-06,2023-12-07,Free,France,136,136,0,1,31,,free,0,0
5494,5495,2023-12-09,2023-12-14,Free,France,89,356,0,1,5,,free,0,1
5495,5496,2023-09-29,2023-10-13,Free,Canada,25,125,0,1,14,,free,0,1
5496,5497,2023-12-25,2023-12-27,Pro,Germany,299,598,0,1,2,2023-12-27,Basic,49,1
5497,5498,2023-06-09,2023-08-20,Free,Australia,111,555,0,1,72,,free,0,0
5498,5499,2023-05-06,2023-12-08,Free,France,106,424,0,1,216,,free,0,0
5499,5500,2023-04-20,2023-10-19,Pro,France,68,136,0,1,182,2023-10-19,Enterprise,29,0
5500,5501,2023-12-08,2023-12-22,Free,France,123,123,0,1,14,,free,0,1
5501,5502,2023-05-29,2023-08-13,Free,USA,65,325,0,1,76,,free,0,0
5502,5503,2023-06-28,2023-07-13,Pro,Germany,241,482,0,1,15,2023-07-13,Standard,49,1
5503,5504,2023-02-22,2023-08-23,Free,France,43,43,0,1,182,,free,0,0
5504,5505,2023-01-31,2023-09-20,Free,Germany,91,364,1,1,232,,free,0,0
5505,5506,2023-02-18,2023-06-05,Free,UK,59,295,0,1,107,,free,0,0
5506,5507,2023-03-22,2023-09-26,Free,India,58,290,0,1,188,,free,0,0
5507,5508,2023-02-11,2023-10-22,Pro,Germany,154,770,1,1,253,2023-10-22,Enterprise,49,0
5508,5509,2023-01-20,2023-11-17,Free,Germany,97,291,0,1,301,,free,0,0
5509,5510,2023-03-04,2023-04-05,Free,USA,144,288,0,1,32,,free,0,0
5510,5511,2023-09-06,2023-12-02,Free,France,92,460,0,1,87,,free,0,0
5511,5512,2023-09-21,2023-11-28,Free,USA,143,429,0,1,68,,free,0,0
